Technique ID,Technique Name,Procedure Example,Tactic
Location Tracking (2),T1430,GPlayed can request the device’s location. [33],Unknown
Location Tracking (2),T1430,HenBox can track the device’s location. [3],Unknown
Location Tracking (2),T1430,HilalRAT can access a device’s location. [34],Unknown
Location Tracking (2),T1430,Hornbill can access a device’s location and check if GPS is enabled. Hornbill has logic to only log location changes greater than 70 meters. [35],Unknown
Location Tracking (2),T1430,INSOMNIA can track the device’s location. [5],Unknown
Location Tracking (2),T1430,LightSpy has accessed the device’s GPS location. [36] [37] [38] [39],Unknown
Location Tracking (2),T1430,Mandrake can collect the device’s location. [40],Unknown
Location Tracking (2),T1430,Monokle can track the device's location. [41],Unknown
Location Tracking (2),T1430,"During Operation Triangulation , the threat actors monitored the device’s geolocation. [42] [43]",Unknown
Location Tracking (2),T1430,Pallas tracks the latitude and longitude coordinates of the infected device. [27],Unknown
Location Tracking (2),T1430,Pegasus for iOS update and sends the location of the phone. [44],Unknown
Location Tracking (2),T1430,PJApps has the capability to collect and leak the victim's location. [10],Unknown
Location Tracking (2),T1430,RCSAndroid can record location. [45],Unknown
Location Tracking (2),T1430,SilkBean has access to the device’s location. [16],Unknown
Location Tracking (2),T1430,Skygofree can track the device's location. [46],Unknown
Location Tracking (2),T1430,SpyC23 can access the device's location. [47],Unknown
Location Tracking (2),T1430,SpyDealer harvests location data from victims. [2],Unknown
Location Tracking (2),T1430,SpyNote RAT collects the device's location. [48],Unknown
Location Tracking (2),T1430,Stealth Mango can perform GPS location tracking as well as capturing coordinates as when an SMS message or call is received. [49],Unknown
Location Tracking (2),T1430,Sunbird can access a device’s location. [35],Unknown
Location Tracking (2),T1430,Tangelo contains functionality to gather GPS coordinates. [49],Unknown
Location Tracking (2),T1430,TangleBot can request location permissions. [50],Unknown
Location Tracking (2),T1430,Tiktok Pro can track the device’s location. [51],Unknown
Location Tracking (2),T1430,"TriangleDB has monitored the device’s geolocation, which includes coordinates, altitude, bearing and speed. [42]",Unknown
Location Tracking (2),T1430,"ViceLeaker can collect location information, including GPS coordinates. [52] [53]",Unknown
Location Tracking (2),T1430,ViperRAT can track the device’s location. [54],Unknown
Location Tracking (2),T1430,Windshift has included location tracking capabilities in the malicious apps deployed as part of Operation BULL and Operation ROCK. [55],Unknown
Location Tracking (2),T1430,X-Agent for Android was believed to have been used to obtain locational data of Ukrainian artillery forces. [56],Unknown
Location Tracking (2),T1430,"If devices are enrolled using Apple User Enrollment or using a profile owner enrollment mode for Android, device controls prevent the enterprise from accessing the device’s physical location. This is typically used for a Bring Your Own Device (BYOD) deployment.",Unknown
Location Tracking (2),T1430,Filtering requests by checking request origin information may provide some defense against spurious operators. [57],Unknown
Location Tracking (2),T1430,"On Android 11 and up, users are not prompted with the option to select ""Allow all the time"" and must navigate to the settings page to manually select this option. On iOS 14 and up, users can select whether to provide Precise Location for each installed application.",Unknown
Location Tracking (2),T1430,"Users should be wary of granting applications dangerous or privacy-intrusive permissions, such as access to location information. Users should also protect their account credentials and enable multi-factor authentication options when available.",Unknown
Location Tracking (2),T1430,Permissions Requests,Unknown
Location Tracking (2),T1430,System Settings,Unknown
Remote Device Management Services,T1430.001,"If devices are enrolled using Apple User Enrollment or using a profile owner enrollment mode for Android, device controls prevent the enterprise from accessing the device’s physical location. This is typically used for a Bring Your Own Device (BYOD) deployment.",Unknown
Remote Device Management Services,T1430.001,Users should protect their account credentials and enable multi-factor authentication options when available.,Unknown
Remote Device Management Services,T1430.001,System Notifications,Unknown
Impersonate SS7 Nodes,T1430.002,Circles can track the location of mobile devices. [6],Unknown
Impersonate SS7 Nodes,T1430.002,Filtering requests by checking request origin information may provide some defense against spurious operators. [7],Unknown
Impersonate SS7 Nodes,T1430.002,Network Traffic Flow,Unknown
Network Service Scanning,T1423,LightSpy uses the landevices module to enumerate devices on the same WiFi network through active scanning. [1] [2] [3],Unknown
Process Discovery,T1424,Agent Smith checks if a targeted application is running in user-space prior to infection. [2],Unknown
Process Discovery,T1424,Anubis can collect a list of running processes. [3],Unknown
Process Discovery,T1424,Binary Validator has obtained a list of running processes. [4],Unknown
Process Discovery,T1424,GolfSpy can obtain a list of running processes. [5],Unknown
Process Discovery,T1424,HenBox can obtain a list of running processes. [6],Unknown
Process Discovery,T1424,LightSpy has collected a list of running processes. [7] [8],Unknown
Process Discovery,T1424,"During Operation Triangulation , the threat actors have obtained a list of processes. [9]",Unknown
Process Discovery,T1424,Rotexy collects information about running processes. [10],Unknown
Process Discovery,T1424,SharkBot can use Accessibility Services to detect which process is in the foreground. [11],Unknown
Process Discovery,T1424,TriangleDB has collected a list of running processes. [9],Unknown
Process Discovery,T1424,WolfRAT uses dumpsys to determine if certain applications are running. [12],Unknown
Process Discovery,T1424,YiSpecter has collected information about running processes. [13],Unknown
Process Discovery,T1424,"Attestation can typically detect rooted devices. For MDM-enrolled devices, action can be taken if a device fails an attestation check.",Unknown
Process Discovery,T1424,Android 7 and later iOS versions introduced changes that prevent applications from performing Process Discovery without elevated privileges.,Unknown
Process Discovery,T1424,API Calls,Unknown
Software Discovery (1),T1418,AbstractEmu can obtain a list of installed applications. [1],Unknown
Software Discovery (1),T1418,Agent Smith obtains the device’s application list. [2],Unknown
Software Discovery (1),T1418,"Android/AdDisplay.Ashas has checked to see how many apps are installed, and specifically if Facebook or FB Messenger are installed. [3]",Unknown
Software Discovery (1),T1418,Anubis can collect a list of installed applications to compare to a list of targeted applications. [4],Unknown
Software Discovery (1),T1418,Binary Validator has obtained a list of installed applications. [5],Unknown
Software Discovery (1),T1418,BOULDSPY can retrieve the list of installed applications. [6],Unknown
Software Discovery (1),T1418,"During C0033 , PROMETHIUM used StrongPity to obtain a list of installed applications. [7]",Unknown
Software Discovery (1),T1418,"CarbonSteal has looked for specific applications, such as MiCode. [8]",Unknown
Software Discovery (1),T1418,Cerberus can obtain a list of installed applications. [9],Unknown
Software Discovery (1),T1418,Chameleon can read the name of application packages. [10],Unknown
Software Discovery (1),T1418,DEFENSOR ID can retrieve a list of installed applications. [11],Unknown
Software Discovery (1),T1418,Desert Scorpion can obtain a list of installed applications. [12],Unknown
Software Discovery (1),T1418,DoubleAgent has accessed the list of installed apps. [8],Unknown
Software Discovery (1),T1418,EventBot can collect a list of installed applications. [13],Unknown
Software Discovery (1),T1418,Exodus Two can obtain a list of installed applications. [14],Unknown
Software Discovery (1),T1418,FakeSpy can collect a list of installed applications. [15],Unknown
Software Discovery (1),T1418,FlexiSpy can retrieve a list of installed applications. [16],Unknown
Software Discovery (1),T1418,Ginp can obtain a list of installed applications. [17],Unknown
Software Discovery (1),T1418,Golden Cup can obtain a list of installed applications. [18],Unknown
Software Discovery (1),T1418,GoldenEagle has collected a list of installed application names. [8],Unknown
Software Discovery (1),T1418,GolfSpy can obtain a list of installed applications. [19],Unknown
Software Discovery (1),T1418,GPlayed can collect a list of installed applications. [20],Unknown
Software Discovery (1),T1418,HenBox can obtain a list of running apps. [21],Unknown
Software Discovery (1),T1418,Hornbill can search for installed applications such as WhatsApp. [22],Unknown
Software Discovery (1),T1418,INSOMNIA can obtain a list of installed non-Apple applications. [23],Unknown
Software Discovery (1),T1418,LightSpy has accessed a list of installed applications. [24] [25] [26] [27],Unknown
Software Discovery (1),T1418,Mandrake can obtain a list of installed applications. [28],Unknown
Software Discovery (1),T1418,Monokle can list applications installed on the device. [29],Unknown
Software Discovery (1),T1418,"During Operation Triangulation , the threat actors have obtained a list of installed applications. [30]",Unknown
Software Discovery (1),T1418,Pallas retrieves a list of all applications installed on the device. [31],Unknown
Software Discovery (1),T1418,Pegasus for Android accesses the list of installed applications. [32],Unknown
Software Discovery (1),T1418,Red Alert 2.0 can obtain the running application. [33],Unknown
Software Discovery (1),T1418,Riltok can retrieve a list of installed applications. Installed application names are then checked against an adversary-defined list of targeted applications. [34],Unknown
Software Discovery (1),T1418,Rotexy retrieves a list of installed applications and sends it to the command and control server. [35],Unknown
Software Discovery (1),T1418,S.O.V.A. can search for installed applications that match a list of targets. [36],Unknown
Software Discovery (1),T1418,Stealth Mango uploads information about installed packages. [37],Unknown
Software Discovery (1),T1418,Sunbird can exfiltrate a list of installed applications. [22],Unknown
Software Discovery (1),T1418,TangleBot can obtain a list of installed applications. [38],Unknown
Software Discovery (1),T1418,TERRACOTTA can obtain a list of installed apps. [39],Unknown
Software Discovery (1),T1418,Tiktok Pro can obtain a list of installed applications. [40],Unknown
Software Discovery (1),T1418,Triada is able to modify code within the com.android.systemui application to gain access to GET_REAL_TASKS permissions. This permission enables access to information about applications currently on the foreground and other recently used apps. [41],Unknown
Software Discovery (1),T1418,TriangleDB has obtained a list of installed applications. [30],Unknown
Software Discovery (1),T1418,TrickMo can collect a list of installed applications. [42],Unknown
Software Discovery (1),T1418,ViceLeaker can obtain a list of installed applications. [43],Unknown
Software Discovery (1),T1418,WolfRAT can obtain a list of installed applications. [44],Unknown
Software Discovery (1),T1418,YiSpecter has collected information about installed applications. [45],Unknown
Software Discovery (1),T1418,"Android 11 introduced privacy enhancements to package visibility, filtering results that are returned from the package manager. iOS 12 removed the private API that could previously be used to list installed applications on non-app store applications. [46]",Unknown
Software Discovery (1),T1418,"iOS users should be instructed to not download applications from unofficial sources, as applications distributed via the Apple App Store cannot list installed applications on a device.",Unknown
Software Discovery (1),T1418,API Calls,Unknown
Security Software Discovery,T1418.001,BRATA can search for specifically installed security applications. [1],Unknown
Security Software Discovery,T1418.001,"Exobot can obtain a list of installed applications and can detect if an antivirus application is running, and close it if it is. [2]",Unknown
Security Software Discovery,T1418.001,Gustuff checks for antivirus software contained in a predefined list. [3],Unknown
Security Software Discovery,T1418.001,"Android 11 introduced privacy enhancements to package visibility, filtering results that are returned from the package manager. iOS 12 removed the private API that could previously be used to list installed applications on non-app store applications. [4]",Unknown
Security Software Discovery,T1418.001,"iOS users should be instructed to not download applications from unofficial sources, as applications distributed via the Apple App Store cannot list installed applications on a device.",Unknown
Security Software Discovery,T1418.001,API Calls,Unknown
System Information Discovery,T1426,"AbstractEmu can collect device information such as manufacturer, model, version, serial number, and telephone number. [2]",Unknown
System Information Discovery,T1426,"AhRat can obtain device info such as manufacturer, device ID, OS version, and country. [3]",Unknown
System Information Discovery,T1426,"Android/AdDisplay.Ashas can collect information about the device including device type, OS version, language, free storage space, battery status, device root, and if developer mode is enabled. [4]",Unknown
System Information Discovery,T1426,"Android/Chuli.A gathered system information including phone number, OS version, phone model, and SDK version. [5]",Unknown
System Information Discovery,T1426,"ANDROIDOS_ANSERVER.A gathers the device OS version, device build version, manufacturer, and model. [6]",Unknown
System Information Discovery,T1426,Anubis can collect the device’s ID. [7],Unknown
System Information Discovery,T1426,"Asacub can collect various pieces of device information, including device model and OS version. [8]",Unknown
System Information Discovery,T1426,"BOULDSPY can collect system information, such as Android version and device identifiers. [9]",Unknown
System Information Discovery,T1426,BRATA can retrieve Android system and hardware information. [10],Unknown
System Information Discovery,T1426,"During C0033 , PROMETHIUM used StrongPity to collect the device’s information, such as SIM serial number, SIM serial number, etc. [11]",Unknown
System Information Discovery,T1426,"CarbonSteal has gathered device metadata, including model, manufacturer, SD card size, disk usage, memory, CPU, and serial number. [12]",Unknown
System Information Discovery,T1426,"Cerberus can collect device information, such as the default SMS app and device locale. [13] [14]",Unknown
System Information Discovery,T1426,"Chameleon can gather basic device information such as version, model, root status, and country. [15]",Unknown
System Information Discovery,T1426,CHEMISTGAMES has fingerprinted devices to uniquely identify them. [16],Unknown
System Information Discovery,T1426,"Corona Updates can collect various pieces of device information, including OS version, phone model, and manufacturer. [17]",Unknown
System Information Discovery,T1426,Desert Scorpion can collect device metadata and can check if the device is rooted. [18],Unknown
System Information Discovery,T1426,DoubleAgent has accessed common system information. [12],Unknown
System Information Discovery,T1426,Dvmap checks the Android version to determine which system library to patch. [19],Unknown
System Information Discovery,T1426,eSurv ’s iOS version can collect device information. [20],Unknown
System Information Discovery,T1426,"EventBot can collect system information such as OS version, device vendor, and the type of screen lock that is active on the device. [21]",Unknown
System Information Discovery,T1426,Exobot can obtain the device’s country and carrier name. [22],Unknown
System Information Discovery,T1426,"FakeSpy can collect device information, including OS version and device model. [23]",Unknown
System Information Discovery,T1426,"FrozenCell has gathered the device manufacturer, model, and serial number. [24]",Unknown
System Information Discovery,T1426,"Golden Cup can collect various pieces of device information, such as serial number and product information. [25]",Unknown
System Information Discovery,T1426,GoldenEagle has checked for system root. [12],Unknown
System Information Discovery,T1426,"GolfSpy can obtain the device’s battery level, network operator, connection information, sensor information, and information about the device’s storage and memory. [26]",Unknown
System Information Discovery,T1426,"GPlayed can collect the device’s model, country, and Android version. [27]",Unknown
System Information Discovery,T1426,"Gustuff gathers information about the device, including the default SMS application, if SafetyNet is enabled, the battery level, the operating system version, and if the malware has elevated permissions. [28]",Unknown
System Information Discovery,T1426,HenBox can collect device information and can check if the device is running MIUI on a Xiaomi device. [29],Unknown
System Information Discovery,T1426,"Hornbill can collect the device ID, model, manufacturer, and Android version. It can also check available storage space and if the screen is locked. [30]",Unknown
System Information Discovery,T1426,"INSOMNIA can collect the device’s name, serial number, iOS version, total disk space, and free disk space. [31]",Unknown
System Information Discovery,T1426,"Most KeyRaider samples search to find the Apple account's username, password and device's GUID in data being transferred. [32]",Unknown
System Information Discovery,T1426,"LightSpy collects device information, including the phone number, IMEI, CPU details, screen specifications, and memory information. [33] [34] [35] [36]",Unknown
System Information Discovery,T1426,"Mandrake can access device configuration information and status, including Android version, battery level, device model, country, and SIM operator. [37]",Unknown
System Information Discovery,T1426,"Monokle queries the device for metadata such as make, model, and power levels. [38]",Unknown
System Information Discovery,T1426,"During Operation Triangulation , the threat actors collected device and user information. [39]",Unknown
System Information Discovery,T1426,"Pallas queries the device for metadata, such as device ID, OS version, and the number of cameras. [40]",Unknown
System Information Discovery,T1426,Pegasus for iOS monitors the victim for status and disables other access to the phone by other jailbreaking software. [41],Unknown
System Information Discovery,T1426,Phenakite can collect device metadata. [42],Unknown
System Information Discovery,T1426,RedDrop exfiltrates details of the victim device operating system and manufacturer. [43],Unknown
System Information Discovery,T1426,"Riltok can query various details about the device, including phone number, country, mobile operator, model, root availability, and operating system version. [44]",Unknown
System Information Discovery,T1426,"Rotexy collects information about the compromised device, including phone number, network operator, OS version, device model, and the device registration country. [45]",Unknown
System Information Discovery,T1426,RuMMS gathers device model and operating system version information and transmits it to a command and control server. [46],Unknown
System Information Discovery,T1426,S.O.V.A. can gather data about the device. [47],Unknown
System Information Discovery,T1426,"Sunbird can exfiltrate the victim device ID, model, manufacturer, and Android version. [30]",Unknown
System Information Discovery,T1426,TianySpy can gather device UDIDs. [48],Unknown
System Information Discovery,T1426,Tiktok Pro can check the device’s battery status. [49],Unknown
System Information Discovery,T1426,"TrickMo can collect device information such as network operator, model, brand, and OS version. [50]",Unknown
System Information Discovery,T1426,"ViceLeaker collects device information, including the device model and OS version. [51]",Unknown
System Information Discovery,T1426,"ViperRAT can collect system information, including brand, manufacturer, and serial number. [52]",Unknown
System Information Discovery,T1426,Windshift has included system information enumeration in the malicious apps deployed as part of Operation BULL and Operation ROCK. [53],Unknown
System Information Discovery,T1426,XLoader for Android collects the device’s Android ID and serial number. [54],Unknown
System Information Discovery,T1426,"XLoader for iOS can obtain the device’s UDID, version number, and product number. [54]",Unknown
System Information Discovery,T1426,YiSpecter has collected the device UUID. [55],Unknown
System Network Configuration Discovery (2),T1422,AbstractEmu can collect device IP address and SIM information. [3],Unknown
System Network Configuration Discovery (2),T1422,"Android/SpyAgent has collected device network information, such as the IMEI and the phone number. [4]",Unknown
System Network Configuration Discovery (2),T1422,ANDROIDOS_ANSERVER.A gathers the device IMEI and IMSI. [5],Unknown
System Network Configuration Discovery (2),T1422,AndroRAT collects the device’s location through GPS or through network settings. [6],Unknown
System Network Configuration Discovery (2),T1422,"APT-C-23 can collect the victim’s phone number, device information, IMSI, etc. [7]",Unknown
System Network Configuration Discovery (2),T1422,"Asacub can collect various pieces of device network configuration information, such as mobile network operator. [8]",Unknown
System Network Configuration Discovery (2),T1422,Binary Validator has collected the device’s phone number and IMEI. [9],Unknown
System Network Configuration Discovery (2),T1422,"BOULDSPY can collect network information, such as IP address, SIM card information, and Wi-Fi information. [10]",Unknown
System Network Configuration Discovery (2),T1422,"Bread collects the device’s IMEI, carrier, mobile country code, and mobile network code. [11]",Unknown
System Network Configuration Discovery (2),T1422,"CarbonSteal has collected device network information, including 16-bit GSM Cell Identity, 16-bit Location Area Code, Mobile Country Code (MCC), and Mobile Network Code (MNC). CarbonSteal has also called netcfg to get stats. [12]",Unknown
System Network Configuration Discovery (2),T1422,"Corona Updates can collect device network configuration information, such as Wi-Fi SSID and IMSI. [13]",Unknown
System Network Configuration Discovery (2),T1422,"DualToy collects the connected iOS device’s information including IMEI, IMSI, ICCID, serial number and phone number. [14]",Unknown
System Network Configuration Discovery (2),T1422,EventBot can gather device network information. [15],Unknown
System Network Configuration Discovery (2),T1422,"Exobot can obtain the device’s IMEI, phone number, and IP address. [16]",Unknown
System Network Configuration Discovery (2),T1422,Exodus One queries the device for its IMEI code and the phone number in order to validate the target of a new infection. [17],Unknown
System Network Configuration Discovery (2),T1422,"FakeSpy can collect device networking information, including phone number, IMEI, and IMSI. [18]",Unknown
System Network Configuration Discovery (2),T1422,FlyTrap can collect IP address and network configuration information. [19],Unknown
System Network Configuration Discovery (2),T1422,"FrozenCell has collected phone metadata such as cell location, mobile country code (MCC), and mobile network code (MNC). [20]",Unknown
System Network Configuration Discovery (2),T1422,Golden Cup can collect the device’s phone number and IMSI. [21],Unknown
System Network Configuration Discovery (2),T1422,"GPlayed can collect the device’s IMEI, phone number, and country. [22]",Unknown
System Network Configuration Discovery (2),T1422,Gustuff gathers the device IMEI to send to the command and control server. [23],Unknown
System Network Configuration Discovery (2),T1422,"Hornbill can collect a device's phone number and IMEI, and can check to see if WiFi is enabled. [24]",Unknown
System Network Configuration Discovery (2),T1422,"INSOMNIA can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular). [25]",Unknown
System Network Configuration Discovery (2),T1422,"LightSpy has collected device information such as IMEI, phone number, MAC address and IP address. [26]",Unknown
System Network Configuration Discovery (2),T1422,Monokle checks if the device is connected via Wi-Fi or mobile data. [27],Unknown
System Network Configuration Discovery (2),T1422,"During Operation Triangulation , the threat actors use the heartbeat beacons from the implant to obtain device information, such as the IMEI, MEID, and the serial number. [28]",Unknown
System Network Configuration Discovery (2),T1422,"Pegasus for Android checks if the device is on Wi-Fi, a cellular network, and is roaming. [29]",Unknown
System Network Configuration Discovery (2),T1422,"PJApps has the capability to collect and leak the victim's phone number, mobile device unique identifier (IMEI). [30]",Unknown
System Network Configuration Discovery (2),T1422,"RedDrop collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info. [31]",Unknown
System Network Configuration Discovery (2),T1422,Riltok can query the device's IMEI. [32],Unknown
System Network Configuration Discovery (2),T1422,Rotexy collects the device's IMEI and sends it to the command and control server. [33],Unknown
System Network Configuration Discovery (2),T1422,RuMMS gathers the device phone number and IMEI and transmits them to a command and control server. [34],Unknown
System Network Configuration Discovery (2),T1422,"SpyDealer harvests the device phone number, IMEI, and IMSI. [35]",Unknown
System Network Configuration Discovery (2),T1422,Stealth Mango collects and uploads information about changes in SIM card or phone numbers on the device. [36],Unknown
System Network Configuration Discovery (2),T1422,Sunbird can exfiltrate phone number and IMEI. [24],Unknown
System Network Configuration Discovery (2),T1422,Tangelo contains functionality to gather cellular IDs. [36],Unknown
System Network Configuration Discovery (2),T1422,TERRACOTTA has collected the device’s phone number and can check if the active network connection is metered. [37],Unknown
System Network Configuration Discovery (2),T1422,TianySpy can check to see if Wi-Fi is enabled. [38],Unknown
System Network Configuration Discovery (2),T1422,"TriangleDB has collected and sent information on the device’s IMEI, MEID, serial number and other device information. [28]",Unknown
System Network Configuration Discovery (2),T1422,"TrickMo can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state. [39]",Unknown
System Network Configuration Discovery (2),T1422,"ViperRAT can collect network configuration data from the device, including phone number, SIM operator, and network operator. [40]",Unknown
System Network Configuration Discovery (2),T1422,WolfRAT sends the device’s IMEI with each exfiltration request. [41],Unknown
System Network Configuration Discovery (2),T1422,XLoader for Android collects the device’s IMSI and ICCID. [42],Unknown
System Network Configuration Discovery (2),T1422,"XLoader for iOS can obtain the device’s IMEM, ICCID, and MEID. [42]",Unknown
System Network Configuration Discovery (2),T1422,YiSpecter has collected compromised device MAC addresses. [43],Unknown
System Network Configuration Discovery (2),T1422,Android 10 introduced changes that prevent normal applications from accessing sensitive device identifiers. [2],Unknown
System Network Configuration Discovery (2),T1422,Permissions Requests,Unknown
Internet Connection Discovery,T1422.001,AbstractEmu can collect device IP address and SIM information. [2],Unknown
Internet Connection Discovery,T1422.001,"Asacub can collect various pieces of device network configuration information, such as mobile network operator. [3]",Unknown
Internet Connection Discovery,T1422.001,"BOULDSPY can collect network information, such as IP address, SIM card information, and Wi-Fi information. [4]",Unknown
Internet Connection Discovery,T1422.001,"CarbonSteal has gathered device metadata, including model, manufacturer, SD card size, disk usage, memory, CPU, and serial number. [5]",Unknown
Internet Connection Discovery,T1422.001,"Corona Updates can collect device network configuration information, such as Wi-Fi SSID and IMSI. [6]",Unknown
Internet Connection Discovery,T1422.001,EventBot can gather device network information. [7],Unknown
Internet Connection Discovery,T1422.001,"Exobot can obtain the device’s IMEI, phone number, and IP address. [8]",Unknown
Internet Connection Discovery,T1422.001,Exodus One queries the device for its IMEI code and the phone number in order to validate the target of a new infection. [9],Unknown
Internet Connection Discovery,T1422.001,"FakeSpy can collect device networking information, including phone number, IMEI, and IMSI. [10]",Unknown
Internet Connection Discovery,T1422.001,FlyTrap can collect IP address and network configuration information. [11],Unknown
Internet Connection Discovery,T1422.001,"Hornbill can collect a device's phone number and IMEI, and can check to see if WiFi is enabled. [12]",Unknown
Internet Connection Discovery,T1422.001,"INSOMNIA can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular). [13]",Unknown
Internet Connection Discovery,T1422.001,Monokle checks if the device is connected via Wi-Fi or mobile data. [14],Unknown
Internet Connection Discovery,T1422.001,"Pegasus for Android checks if the device is on Wi-Fi, a cellular network, and is roaming. [15]",Unknown
Internet Connection Discovery,T1422.001,"RedDrop collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info. [16]",Unknown
Internet Connection Discovery,T1422.001,TERRACOTTA has collected the device’s phone number and can check if the active network connection is metered. [17],Unknown
Internet Connection Discovery,T1422.001,TianySpy can check to see if WiFi is enabled. [18],Unknown
Internet Connection Discovery,T1422.001,"TrickMo can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state. [19]",Unknown
Internet Connection Discovery,T1422.001,"ViperRAT can collect network configuration data from the device, including phone number, SIM operator, and network operator. [20]",Unknown
Internet Connection Discovery,T1422.001,"Ensure that traffic is encrypted to reduce adversaries’ ability to intercept, decrypt and manipulate traffic.",Unknown
Internet Connection Discovery,T1422.001,Permissions Requests,Unknown
Wi-Fi Discovery,T1422.002,"BOULDSPY can collect network information, such as IP address, SIM card information, and Wi-Fi information. [1]",Unknown
Wi-Fi Discovery,T1422.002,"Corona Updates can collect device network configuration information, such as Wi-Fi SSID and IMSI. [2]",Unknown
Wi-Fi Discovery,T1422.002,"Hornbill can collect a device's phone number and IMEI, and can check to see if Wi-Fi is enabled. [3]",Unknown
Wi-Fi Discovery,T1422.002,"INSOMNIA can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular). [4]",Unknown
Wi-Fi Discovery,T1422.002,"LightSpy uses the WifiList (or libWifiList ) plugin to gather Wi-Fi network information, such as the SSID, BSSID, signal strength (RSSI), channel, security type, and previously saved networks. [5] [6] [7] [8]",Unknown
Wi-Fi Discovery,T1422.002,Monokle checks if the device is connected via Wi-Fi or mobile data. [9],Unknown
Wi-Fi Discovery,T1422.002,"Pegasus for Android checks if the device is on Wi-Fi, a cellular network, and is roaming. [10]",Unknown
Wi-Fi Discovery,T1422.002,"RedDrop collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info. [11]",Unknown
Wi-Fi Discovery,T1422.002,TianySpy can check to see if Wi-Fi is enabled. [12],Unknown
Wi-Fi Discovery,T1422.002,"TrickMo can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state. [13]",Unknown
Wi-Fi Discovery,T1422.002,Android 10 introduced changes that prevent normal applications from accessing sensitive device identifiers. [14],Unknown
Wi-Fi Discovery,T1422.002,Permissions Requests,Unknown
System Network Connections Discovery,T1421,"During C0033 , PROMETHIUM used StrongPity to collect information regarding available Wi-Fi networks. [1]",Unknown
System Network Connections Discovery,T1421,Exodus Two collects a list of nearby base stations. [2],Unknown
System Network Connections Discovery,T1421,FakeSpy can collect the device’s network information. [3],Unknown
System Network Connections Discovery,T1421,FlexiSpy can collect a list of known Wi-Fi access points. [4],Unknown
System Network Connections Discovery,T1421,LightSpy has collected a list of cellular networks and connected Wi-Fi history using a LAN scanner based on MMLanScan. [5] [6] [7] [8] [9],Unknown
System Network Connections Discovery,T1421,Monokle can retrieve nearby cell tower and Wi-Fi network information. [10],Unknown
System Network Connections Discovery,T1421,Pallas gathers and exfiltrates data about nearby Wi-Fi access points. [11],Unknown
System Network Connections Discovery,T1421,"Pegasus for iOS monitors the connection state and tracks which types of networks the phone is connected to, potentially to determine the bandwidth and ability to send full data across the network. [12]",Unknown
System Network Connections Discovery,T1421,ViperRAT can collect the device’s cell tower information. [13],Unknown
Exploitation of Remote Services,T1428,"DressCode sets up a ""general purpose tunnel"" that can be used by an adversary to compromise enterprise networks that the mobile device is connected to. [1]",Unknown
Exploitation of Remote Services,T1428,NotCompatible has the capability to exploit systems on an enterprise network. [2],Unknown
Exploitation of Remote Services,T1428,Configuration of per-app VPN policies instead of device-wide VPN can restrict access to internal enterprise resource access via VPN to only enterprise-approved applications,Unknown
Exploitation of Remote Services,T1428,Network Communication,Unknown
Exploitation of Remote Services,T1428,Network Traffic Content,Unknown
Replication Through Removable Media,T1458,DualToy side loads malicious or risky apps to both Android and iOS devices via a USB connection. [6],Unknown
Replication Through Removable Media,T1458,WireLurker monitors for iOS devices connected via USB to an infected OSX computer and installs downloaded third-party applications or automatically generated malicious applications onto the device. [7],Unknown
Replication Through Removable Media,T1458,"Enterprise policies should prevent enabling USB debugging on Android devices unless specifically needed (e.g., if the device is used for application development).",Unknown
Replication Through Removable Media,T1458,Users should ensure bootloaders are locked to prevent arbitrary operating system code from being flashed onto the device.,Unknown
Replication Through Removable Media,T1458,Security updates often contain patches for vulnerabilities.,Unknown
Replication Through Removable Media,T1458,"iOS 11.4.1 and higher introduce USB Restricted Mode, which disables data access through the device's charging port under certain conditions (making the port only usable for power), likely preventing this technique from working. [8]",Unknown
Replication Through Removable Media,T1458,"Users should be advised not to use public charging stations or computers to charge their devices. Instead, users should be issued a charger acquired from a trustworthy source. Users should be advised not to click on device prompts to trust attached computers unless absolutely necessary.",Unknown
Replication Through Removable Media,T1458,Host Status,Unknown
Access Notifications,T1517,AbstractEmu can monitor notifications. [2],Unknown
Access Notifications,T1517,Bread can collect device notifications. [3],Unknown
Access Notifications,T1517,"During C0033 , PROMETHIUM used StrongPity to collect message notifications from 17 applications. [4]",Unknown
Access Notifications,T1517,Chameleon can register as an SMSBroadcast receiver to monitor incoming SMS messages. [5],Unknown
Access Notifications,T1517,"Corona Updates can collect messages from GSM, WhatsApp, Telegram, Facebook, and Threema by reading the application’s notification content. [6]",Unknown
Access Notifications,T1517,Escobar can monitor a device’s notifications. [7],Unknown
